Tiempo(s),Amplitud,C0,C1,C2,C3,C4,C5,Clase
0.1500,1807,515202,-807744,-415702,282077,130064,131373,0
0.8222,2187,689529,-855638,-382685,230306,17241,-3440,0
1.5917,2132,719150,-691269,-507663,249009,111911,73001,0
2.3611,2163,620262,-961953,-263595,231417,57362,-30972,1
3.1083,2164,663749,-745112,-433236,179524,25721,10384,0
3.8361,2178,662237,-787595,-453176,188224,70747,-46748,0
4.5583,2190,695070,-751243,-480278,129216,92123,12240,0
5.3056,2172,716375,-736705,-486737,134259,98754,53762,0
6.1139,2184,694393,-782158,-366632,261078,53007,42968,0
6.8528,2202,653053,-811413,-420536,233766,51474,2180,0
7.6028,2195,704879,-776893,-473420,207866,127677,-12657,0
8.4306,2209,770210,-805299,-429504,156961,86432,-3628,0
9.2306,2178,675737,-803663,-518900,162021,153597,29554,0
10.0472,2209,685015,-857945,-403472,285659,18384,27397,0
10.8222,2205,609995,-886046,-335409,262831,59286,-43092,1
11.6556,2252,779645,-763040,-535909,201419,76343,88905,0
12.4889,2137,602973,-848165,-346981,235573,87668,-3795,1
13.2278,2125,624244,-891415,-296924,302907,89152,-13226,1
14.1167,2172,660686,-857487,-423749,251067,60081,-9766,0
14.9750,2196,690292,-870695,-432602,257327,55523,8312,0
15.8194,2181,750819,-755921,-446050,243443,20782,73304,0
16.6222,2136,614770,-898201,-307566,239355,44860,11342,0
17.4000,2166,722048,-738818,-447666,226758,78226,66479,0
18.2528,2225,689957,-906368,-345879,255030,56353,-72733,1
19.0750,2214,654220,-824218,-382486,292236,87101,-76209,1
19.9111,2187,682825,-800827,-443836,243320,61895,-7879,0
20.7528,2217,732491,-881287,-350982,279046,70447,22881,1
21.5556,2190,680364,-776734,-470711,205544,89792,2599,0
22.4333,2218,730533,-722333,-502012,241091,74685,22566,0
23.2806,2143,627829,-829539,-357834,265767,19462,102,0
24.1028,2178,724621,-727952,-501783,217797,63946,51651,0
24.9639,2244,759034,-706910,-507016,146751,116995,13038,0
25.7722,2179,712611,-744327,-457095,231629,112798,47462,0
26.6028,2229,666962,-885150,-374085,200213,49387,-65467,0
27.3306,2097,679174,-710594,-538633,172994,19019,106185,0
28.2389,2242,745638,-812171,-468582,195019,99964,23344,0
29.1222,2165,673985,-814745,-435028,183537,32265,34005,0
29.9972,2152,709507,-686718,-452037,279432,38084,47333,0
30.8556,2152,732260,-729574,-546044,155255,103556,72954,0
31.6750,2183,672695,-771695,-489369,229126,105556,11642,0
32.4778,2228,751213,-770801,-484639,228093,42099,28115,0
33.3083,2214,768948,-673915,-562287,185776,47478,32910,0
34.2083,2178,651806,-845884,-408615,233754,36729,-9047,0
35.0278,2164,677732,-748426,-472037,175019,146145,58528,0
35.8361,2222,742476,-762817,-557663,178041,80120,62520,0
36.6639,2225,806640,-755030,-592374,165607,124675,11939,0
37.4222,2172,687685,-755798,-491927,166650,84611,8485,0
38.3111,2166,614574,-846477,-355723,285054,11006,-10397,0
39.1361,2230,680833,-836282,-322548,328606,31122,-35013,1
39.9528,2206,800970,-684434,-532421,175453,66278,19577,0
40.6694,2143,681648,-708278,-488667,113064,58011,34260,0
41.5667,2182,681695,-813511,-426500,211228,146540,29096,0
42.4222,2189,644245,-787786,-367604,272975,74394,27147,0
43.2583,2208,801906,-704865,-549991,150804,113523,42712,0
44.0750,2157,658610,-729353,-498284,147316,75424,28289,0
44.8750,2201,617907,-904046,-309261,318082,31850,-29896,1
45.6750,2186,774666,-572730,-603625,173401,107126,100873,0
46.4917,2151,689778,-773755,-427321,226105,86770,36512,0
47.3667,2147,669817,-818131,-390850,252081,92221,17416,1
48.1750,2198,719243,-729326,-500462,206731,113682,42124,0
48.9667,2180,656732,-825182,-399582,244834,82412,14534,0
49.8556,2215,743441,-636399,-580561,156480,132336,76902,0
50.6722,2193,711817,-801530,-441419,133955,136098,-37158,1
51.4583,2172,602984,-949973,-280031,293503,60350,-43682,1
52.2722,2200,758485,-807373,-449131,185598,46390,-3949,0
53.0861,2212,800642,-662145,-581287,187894,77192,38266,0
53.9361,2188,703198,-852702,-433494,225098,62675,-79242,0
54.7361,2172,645455,-809845,-414703,271124,71436,3681,0
55.5194,2255,713328,-881848,-303329,370923,52873,-40443,1
56.3417,2225,791882,-753216,-442766,266332,112052,-7494,1
57.1556,2205,673249,-866810,-374437,293607,49455,-47662,1
57.9639,2254,715540,-903588,-445499,280669,82240,22838,0
58.7500,2199,702277,-905057,-385534,246250,51810,12097,0
59.6139,2220,781198,-691784,-571884,163812,67878,47034,0
60.4139,2217,603812,-949103,-390535,251171,69689,-42164,0
61.1944,2196,743004,-799522,-501733,203861,86805,5368,0
