Tiempo(s),Amplitud,C0,C1,C2,C3,C4,C5,Clase
0.0056,1762,2207215,-1676518,-1293668,979796,-159986,-92697,0
0.3194,3202,2391736,-1757561,-1414613,1004470,-194801,-84705,0
0.8028,3237,2601095,-1498634,-1662151,860516,-70639,-75124,0
1.2694,3272,2437128,-1863238,-1454627,1084199,-252137,-122519,0
1.7278,3266,2545240,-1298098,-1811220,819991,-7868,-22692,0
2.2000,3090,2341846,-1559902,-1598664,981803,-128131,-76260,0
2.6750,3119,2255480,-1806723,-1314007,1055909,-260321,-212871,0
3.1417,3203,2400507,-1542544,-1550143,1058540,-99381,9532,0
3.6000,3207,2328472,-1635917,-1397559,1109535,-182536,-169026,0
4.0639,3111,2141741,-1696585,-1344819,1058809,-213804,-208036,0
4.5194,3139,2255817,-1338698,-1597076,993944,-62233,-55559,0
4.9694,3086,2165451,-1662002,-1423976,1112581,-218521,-153410,0
5.4194,3028,2208067,-1360452,-1638465,1051273,-123580,1035,0
5.8806,3221,2495906,-1735122,-1570408,1142316,-186728,-84698,0
6.3278,3302,2525731,-1404130,-1856232,1010659,-110172,-46916,0
6.7806,3256,2439458,-1573642,-1582646,1059817,-184087,-120633,0
7.2528,3226,2620172,-1484316,-1692162,706303,-40520,-257355,0
7.7500,3087,2265808,-1648506,-1414142,933629,-144901,-105620,0
8.2750,3228,2253993,-1917527,-1240565,1053866,-222103,-125317,0
8.7722,3322,2449698,-1615950,-1565216,979124,-123227,-78180,0
9.2667,3133,2260300,-1940891,-1316832,1067659,-219563,-207614,0
9.7389,3316,2612738,-1582117,-1729723,933578,-95006,-47946,0
10.2028,3327,2641855,-1181279,-1876013,767084,17313,-86480,0
10.6667,3208,2624470,-1283996,-1964460,762094,6870,-11495,0
11.1222,3316,2633179,-1441465,-1803721,1027327,-63564,-12428,0
11.5722,3339,2569968,-1467617,-1640237,1064983,-125322,-12700,0
12.0250,3131,2399275,-1242741,-1784868,932713,-40295,-27582,0
12.4972,3130,2325854,-1587719,-1526168,1017714,-161549,-90595,0
12.9861,3251,2510179,-1427277,-1735684,926312,-78852,-3116,0
13.4472,3346,2712080,-1284101,-1954888,756510,-27199,17200,0
13.9028,3319,2643487,-1224675,-1965088,834001,7590,24623,0
14.3583,3261,2439913,-1587244,-1578052,1087919,-162327,-157341,0
14.8222,3181,2325916,-1609523,-1518644,1099496,-181515,-113841,0
15.2972,3201,2401066,-1458927,-1588282,1038174,-136894,-95711,0
15.7639,3259,2539005,-1215440,-1916168,833083,58692,15329,0
16.2139,3292,2488898,-1767334,-1608251,1119922,-236975,-147038,0
16.6639,3264,2535533,-1356211,-1807200,987155,-94269,-68098,0
17.1167,3194,2464327,-1238222,-1764104,965406,-18779,-14561,0
17.5778,3147,2384107,-1484809,-1596285,1090752,-176490,-99531,0
18.0444,3149,2372793,-1422565,-1639301,1031797,-90917,-97074,0
18.5167,3186,2304432,-1889573,-1319127,1186599,-284254,-128144,0
18.9667,3280,2504667,-1655590,-1642178,1023368,-154676,-111692,0
19.8917,3258,2480028,-1487157,-1763633,1057203,-142725,-98021,0
20.3306,3207,2349738,-1476336,-1616290,1179703,-151276,-149289,0
20.8083,3238,2481669,-1370704,-1719014,997520,-74109,-54548,0
21.3389,3168,2431340,-1317416,-1698425,728833,52357,-56402,0
21.8694,3191,2377485,-1781077,-1474623,983054,-156252,-109062,0
22.3972,3186,2342506,-1610992,-1499199,876180,-68505,-112388,0
22.9250,3129,2354883,-1387241,-1636122,788886,19920,-40823,0
23.4611,3191,2453058,-1626910,-1576268,877613,-65474,-93023,0
23.9417,3343,2563371,-2021670,-1449852,1092617,-283208,-140095,0
24.4167,3313,2575734,-1710586,-1662221,1089304,-181243,-147142,0
24.8833,3236,2452082,-1579507,-1642730,1108692,-139052,-163628,0
25.3500,3153,2363911,-1402923,-1673905,990220,-94349,-134252,0
25.8083,3104,2195021,-1433748,-1561690,1105154,-294076,-119117,0
26.2639,2947,1925853,-1415171,-1768366,867558,-165512,-287389,0
26.7056,2994,2223791,-1008143,-1796419,909083,40265,36241,0
27.1444,3155,1990698,-1794887,-935614,1249792,-410295,-120517,0
27.5944,3166,2399235,-1312515,-1731978,903445,-69480,-33321,0
28.0333,3321,2425266,-1999782,-1365533,1193000,-363072,-223975,0
28.9583,3267,2547919,-1396762,-1876601,1074963,-126811,-76219,0
29.4083,3212,2495647,-1076138,-1908296,828739,38614,-57520,0
29.9056,3162,2304016,-1681788,-1413792,1012664,-174731,-173509,0
30.4611,3015,2072325,-1638966,-1280832,877318,-65415,-171313,0
30.9944,3209,2497549,-1433873,-1698250,758199,-54870,-52192,0
31.5111,3136,2371266,-1248378,-1739300,669837,81651,-46176,0
