Tiempo(s),Amplitud,C0,C1,C2,C3,C4,C5,Clase
0.4361,3165,2446634,-1715028,-836917,664983,-225271,-201914,0
1.1306,2994,2571457,-1584170,-1043422,500858,-398500,207226,0
1.8444,3077,2506263,-1598141,-1094229,429670,-428374,72899,0
2.5667,3028,2503880,-1483507,-1146828,378991,-315964,111314,0
3.2861,3080,2525371,-1696839,-1046431,484935,-361934,102198,0
4.0472,3018,2575589,-1464171,-1085496,455958,-343865,157878,0
4.8444,3063,2600684,-1395797,-1136161,435946,-318526,160660,0
5.6639,3089,2576139,-1585918,-1054280,463293,-356972,126398,0
6.4639,3110,2580286,-1430452,-1199549,344144,-296124,150845,0
7.2556,3035,2375296,-1940613,-792453,577984,-401977,64253,0
8.0528,3031,2374033,-1897654,-746424,581343,-432031,73041,0
8.8472,2990,2266672,-1923088,-793948,492809,-356820,50423,0
9.6083,2988,2434677,-1927502,-855042,484266,-407475,67277,0
10.3972,3092,2346781,-1786635,-883630,558389,-343324,-41748,0
11.1917,3137,2521904,-1836235,-879908,394477,-391052,46393,0
11.9778,3129,2624596,-1573937,-1170320,387027,-312837,144371,0
12.7944,3051,2552107,-1667253,-1090800,456275,-341659,144993,0
13.6250,3071,2528403,-1696757,-997617,470360,-400011,35643,0
14.4444,2914,2403133,-1703359,-931022,488905,-434955,101750,0
15.2306,3156,2508102,-1861043,-909785,530767,-406545,86253,0
15.9917,3027,2390703,-2089447,-802411,437250,-489853,-70133,0
16.7722,3001,2387777,-1938526,-766940,582225,-413567,63660,0
17.5389,3046,2381781,-1831086,-860913,546473,-399085,123595,0
18.2806,3057,2415282,-1893369,-855227,459245,-387617,39727,0
18.9972,3121,2640869,-1564243,-1218752,485905,-320957,119129,0
19.7611,3093,2600247,-1642732,-1121599,489523,-372417,155449,0
20.5472,3069,2584417,-1560670,-1114356,523046,-347436,153771,0
21.3472,3054,2419770,-1979311,-743444,549780,-461059,54573,0
22.1472,3117,2477114,-1963641,-920428,507662,-395007,61109,0
22.9500,3078,2540249,-1750944,-1014656,533601,-355778,109626,0
23.7556,3126,2424875,-1806863,-887575,578168,-412963,90645,0
24.5444,3073,2489567,-1696815,-1023549,503800,-347566,90700,0
25.3250,3029,2463371,-1948079,-840601,541105,-470279,-54162,0
26.0778,2923,2510493,-1719330,-934731,493351,-403669,24587,0
26.8194,3038,2376356,-1809351,-841431,631098,-336217,144474,0
27.5472,3093,2465950,-1801091,-890271,659287,-375412,152314,0
28.3028,3116,2431910,-1788139,-858750,591587,-396709,138949,0
29.0806,3056,2562261,-1504790,-1095859,536065,-369370,150104,0
29.8722,2971,2312976,-1820119,-812786,469822,-345058,59934,0
30.6333,3031,2411012,-1943293,-806531,556574,-408915,100288,0
31.4250,3041,2425047,-1877836,-805342,556312,-359818,92164,0
32.2361,3099,2543100,-1603392,-1046882,486439,-352777,117915,0
33.0611,3044,2480756,-1577254,-1131477,415511,-331138,143826,0
33.8500,3063,2491244,-1708423,-1015970,509454,-348659,139971,0
34.6667,3027,2484846,-1815314,-858576,538819,-395471,93270,0
35.4972,3066,2519423,-1729447,-966660,513968,-397388,112693,0
36.3250,3135,2495369,-1627829,-1075676,451056,-294435,100378,0
37.1306,2933,2040436,-1838491,-842512,734151,-409719,296759,0
37.9472,3053,2468119,-1856047,-798765,590188,-428420,101437,0
38.7639,3155,2647335,-1555926,-1224576,472129,-325436,148485,0
39.5500,3089,2600367,-1572445,-1095386,472829,-349600,146997,0
40.3583,3056,2633216,-1453984,-1146238,456959,-356381,152616,0
41.1778,3071,2500735,-1731888,-895427,543810,-407500,96479,0
42.0028,3025,2388219,-1810547,-901075,522605,-357181,79886,0
42.8028,3111,2517707,-1746746,-982296,518658,-382453,101545,0
43.6083,3039,2483003,-1778921,-862276,562956,-435540,101760,0
44.4194,3028,2497162,-1724676,-897840,526825,-417830,86406,0
45.2194,3027,2391184,-1917617,-827288,461991,-367102,37627,0
46.0028,3130,2463548,-1925197,-988156,349171,-513520,-135532,0
46.7944,3004,2452085,-1765026,-918487,500762,-399058,82322,0
47.5917,3028,2324723,-2008327,-752909,579205,-399500,53145,0
48.3667,3039,2453496,-1899318,-971703,429595,-398155,30399,0
49.1639,3158,2641996,-1631580,-964439,566524,-338828,156275,0
49.9639,3134,2603243,-1451193,-1117587,506468,-373195,167652,0
50.7639,3021,2425414,-1748931,-933470,463988,-367909,87427,0
51.5306,3180,2628768,-1796263,-982981,571794,-370421,129468,0
52.3167,2965,2444609,-1872942,-816072,528596,-431177,59673,0
53.1028,3208,2383182,-1889913,-988577,411318,-450343,-85330,0
53.8889,3081,2533922,-1601842,-1063539,449308,-306268,143109,0
54.6694,3078,2559137,-1967063,-755747,524356,-361893,54192,0
55.4500,3025,2565257,-1601608,-1065508,471675,-364258,104076,0
56.2333,3078,2563071,-1580033,-1008642,572764,-378095,177013,0
56.9944,2961,2491131,-1649920,-1018841,425563,-330727,110546,0
57.7333,3068,2513743,-1778958,-933228,549288,-393877,133713,0
58.4778,3043,2562226,-1458995,-1149062,480312,-355593,173350,0
