Tiempo(s),Amplitud,C0,C1,C2,C3,C4,C5,Clase
0.0139,1755,2430147,-3329927,-1374711,889066,-298243,514362,0
0.8778,3378,2456543,-3079636,-1597400,897245,-186816,590024,0
1.9667,3375,2393332,-3141466,-1499050,809808,-253025,591537,0
3.0222,3371,2418498,-3322961,-1502457,1031915,-246116,544240,0
4.0667,3376,2176237,-3293458,-1074142,1088368,-209438,658953,0
5.1306,3373,2538288,-2967673,-1893573,700044,-290517,463789,0
6.0556,3379,2459381,-3149177,-1405688,1031839,-155233,705900,0
6.9750,3379,2394950,-2925785,-1440610,729459,-205608,762861,0
7.8333,3377,2390120,-3283581,-1517306,928430,-323324,487665,0
8.7139,3368,2659851,-2974166,-1652165,1049447,-120603,745274,0
9.5833,3370,2423576,-3273284,-1301618,1119763,-206158,638654,0
10.8056,3371,2197634,-3396419,-1115511,943633,-312773,567242,0
11.9694,3377,2155782,-3402999,-1183978,1195987,-186310,570486,0
13.0806,3366,2160452,-3287521,-1013057,1113430,-231311,714251,0
14.1528,3363,2318465,-3284239,-1412594,1025416,-188459,595085,0
15.1194,3368,2363146,-3279531,-1435054,816982,-254500,516647,0
16.0278,3370,2633198,-3217963,-1649659,1014833,-213380,535189,0
16.9361,3363,2601888,-2915045,-1819871,879124,-174016,668740,0
18.0000,3371,2583174,-2974660,-1828647,892819,-160009,645547,0
19.0806,3378,2226751,-3383164,-1033194,830954,-291867,635600,0
20.1333,3369,2483538,-3233046,-1518396,853435,-225622,523734,0
21.2528,3371,2576382,-3014896,-1674529,785587,-268469,635590,0
22.2333,3374,2456863,-3313806,-1286653,921757,-195691,612447,0
23.3028,3375,2548068,-2945765,-1779748,816155,-195504,668304,0
24.2528,3375,2793900,-2798849,-1990298,729144,-271602,561527,0
25.1889,3374,2306146,-3574081,-886380,1137834,-211564,575188,0
26.1833,3387,2320744,-3386734,-1053570,1057787,-224465,681109,0
27.2389,3378,2428183,-3181537,-1534474,908738,-258117,646905,0
28.2444,3379,2400736,-3030103,-527691,1194848,155439,1190776,0
29.2000,3377,2132003,-3303722,-798488,1008446,-146340,816805,0
30.1139,3374,2446982,-3358203,-1267472,998906,-314439,590136,0
31.0861,3367,2783926,-2861173,-2067301,822102,-183108,651789,0
32.1750,3370,2240030,-3371909,-1050322,966922,-233870,624819,0
33.3028,3377,2430339,-3199326,-1374707,822571,-270970,662582,0
34.3472,3384,2496849,-3293231,-1390506,1029224,-207499,627899,0
35.3889,3377,2672477,-2941622,-1685557,813236,-225647,804610,0
36.3972,3369,2445561,-3256717,-1314861,819370,-294011,592891,0
37.3833,3374,2375442,-3445947,-1006558,1114648,-268520,624990,0
38.4972,3369,2675209,-3050350,-1849926,955741,-169981,588491,0
39.5694,3381,2621535,-3148645,-1571935,758946,-308976,633966,0
40.6889,3372,2398046,-3325330,-1175211,963728,-192844,718025,0
41.8111,3379,2550447,-3035451,-1688970,859847,-238874,669927,0
42.8639,3377,2419422,-3491432,-1067366,780071,-316855,567650,0
43.8889,3378,2679170,-2861431,-1758789,873979,-216479,826854,0
44.9750,3370,2269410,-3471221,-1056158,1091538,-251700,745942,0
46.0472,3384,2296369,-3494498,-1333287,976993,-163135,788944,0
46.9917,3376,2340273,-3318942,-1398066,900354,-272660,642795,0
47.8944,3372,2422559,-3259338,-1497395,979254,-202363,572681,0
48.7389,3376,2481316,-3301036,-1398716,988528,-222941,616936,0
49.6389,3374,2659883,-2966854,-1646918,888729,-147374,754378,0
50.7472,3369,2506256,-3143233,-1468871,987977,-237534,726205,0
51.8889,3375,2482682,-3099507,-1453510,842434,-254488,694859,0
52.9778,3378,2324585,-3538949,-1085707,1083022,-247117,596200,0
54.0611,3376,2467832,-3266845,-1371508,907217,-196149,682193,0
55.1389,3381,2293702,-3417629,-1004624,929137,-297738,628172,0
56.1778,3377,2486538,-3283016,-1312973,985352,-230279,687596,0
57.2556,3383,2632038,-3091367,-1524122,944172,-224304,751559,0
58.3611,3376,2460341,-3274639,-1522599,820768,-269453,633442,0
59.3500,3378,2606696,-3041482,-1569118,736346,-283248,741174,0
60.2833,3367,2382788,-3316256,-1284488,1048869,-183580,602039,0
61.2333,3381,2428772,-3295019,-1102734,983593,-291522,756058,0
62.1750,3379,2548450,-3101798,-1370077,985073,-201772,817078,0
63.3417,3371,2303536,-3511823,-869768,1083941,-262880,614465,0
