Tiempo(s),Amplitud,C0,C1,C2,C3,C4,C5,Clase
0.1889,2943,1617263,-2828650,-1786343,359583,-71219,58035,0
0.8611,3045,1826236,-2567372,-1993129,165051,46929,31912,0
1.6333,2971,1636137,-2551351,-1637314,280070,-81156,4257,0
2.5250,2958,1589936,-2499400,-1614481,204888,-104299,-39140,0
3.4111,2716,1297213,-2476764,-1577906,-73648,-262514,-71990,0
4.2194,2751,1102920,-2853801,-1209079,102839,-347689,25852,0
4.9722,2862,1149117,-2890602,-1321271,18918,-328297,-7563,0
5.7028,2805,1095678,-2993494,-1376595,51809,-230046,-33825,0
6.4972,2816,1347857,-2742516,-1861532,-39687,-21618,-91309,0
7.4500,3095,1865612,-2336317,-1942054,135002,60030,95863,0
8.4250,2801,1549252,-2354795,-1892200,-150347,-72084,15908,0
9.3417,2800,1350896,-2465210,-1787393,-203090,-246582,-55381,0
10.1778,2966,1306307,-2742192,-1443192,-5962,-224296,-41699,0
11.0000,2840,1258457,-2914490,-1612358,13148,-217722,-19675,0
11.8778,3004,1482485,-2916099,-1597763,166807,-95086,24993,0
12.8083,3047,1644099,-2698834,-1641074,249753,-4996,-24856,0
13.7139,2951,1431969,-2693878,-1595597,124518,-107054,-13232,0
14.5861,2838,1470497,-2481002,-1774506,-200361,-263601,-106384,0
15.3972,2883,1392438,-2699431,-1621613,-90366,-313564,-23589,0
16.2444,2935,1692332,-2482618,-1939336,-172096,-161793,-38495,0
17.2028,3019,1594323,-2712530,-1628348,292022,-60243,43742,0
18.1639,2983,1674307,-2450118,-1756969,147832,-47849,-20742,0
19.0972,2864,1234273,-2715899,-1450937,36883,-269202,-94274,0
19.9528,2861,1444511,-2491376,-1684809,-33448,-276669,-27793,0
20.8111,2978,1602978,-2624463,-1659738,91758,-168094,22841,0
21.6778,3037,1877013,-2245817,-1894350,328,-51013,-18949,0
22.5917,2895,1574141,-2404709,-1797244,-101344,-204771,-48441,0
23.4583,2886,1520347,-2258336,-1774421,-158973,-295345,-62978,0
24.2667,2858,1323742,-2772993,-1458028,55203,-323355,-35383,0
25.1194,3054,1886102,-2238540,-2004489,-104369,-62318,51443,0
26.0306,3014,1756104,-2317790,-1857595,118126,-85802,39474,0
26.9389,2969,1622268,-2380607,-1684163,-51741,-234843,25449,0
27.7861,2800,1437108,-2500242,-1728061,-157681,-360915,-112307,0
28.6417,3005,1750181,-2408012,-1957910,-86968,-138039,-35641,0
29.6028,3025,1631507,-2692319,-1572643,366925,-100118,16896,0
30.5639,2924,1511632,-2508415,-1764554,-84585,-183729,-46571,0
31.4361,2821,1158898,-2784170,-1336211,53025,-342687,-17489,0
32.2583,2905,1633854,-2449977,-1801454,-155806,-256053,-89725,0
33.1139,3026,1870097,-2267472,-1910455,68167,-66401,36585,0
34.0417,3050,1860894,-2166504,-1973343,21558,-30597,68010,0
34.9611,2954,1486029,-2497790,-1530991,131862,-237362,111166,0
35.7778,2790,1545751,-2307424,-1809529,-183783,-353462,-112695,0
36.5889,3042,1780918,-2504298,-1754335,129698,-69808,-31747,0
37.5139,3000,1635976,-2416537,-1786147,124343,-76178,2796,0
38.4528,2836,1242057,-2706729,-1397537,24063,-329795,-23850,0
39.3028,2965,1653065,-2601499,-1668118,74401,-210600,-52838,0
40.1889,3045,1639889,-2662916,-1566680,303183,-102613,40048,0
41.1056,3214,1416085,-1370193,-1919725,1093432,-236718,1065455,0
41.9139,2702,1468224,-2529484,-1577667,-18900,-311916,-101716,0
42.7361,2987,1815870,-2323285,-1825296,130528,-112984,45959,0
43.6806,2937,1544291,-2466103,-1739635,3903,-119574,-22883,0
44.5972,2829,1489204,-2350704,-1717992,-188896,-328355,-111947,0
45.5083,2916,1362094,-2737510,-1481680,153495,-262028,-11830,0
46.5222,3002,1594936,-2692952,-1539776,246242,-150324,-45223,0
47.5083,2977,1530170,-2546852,-1553622,191096,-163146,3053,0
48.4750,2943,1688406,-2160769,-1876663,-99553,-173329,-115200,0
49.4222,2841,1315999,-2621674,-1509675,72453,-254753,9841,0
50.3361,2899,1749130,-2208476,-1831638,-43147,-246457,-65244,0
51.2472,2874,1651879,-2214853,-1900933,-147592,-171249,-25743,0
52.1139,2835,1267665,-2661623,-1440078,35358,-344750,-71725,0
52.9417,2905,1722279,-2224525,-1913949,-130759,-167451,-45823,0
53.8639,2961,1629457,-2509088,-1591799,133411,-171487,-20649,0
54.8278,2888,1515847,-2396896,-1763308,-126723,-204085,-130199,0
55.7444,2894,1464508,-2607560,-1606967,56263,-215856,-17312,0
56.6833,3034,1802278,-2278211,-1819097,86308,-132997,-55088,0
57.6444,2842,1569386,-2279941,-1877172,-256658,-229320,-89341,0
58.5083,2853,1471946,-2536275,-1613712,791,-268335,-41426,0
59.3833,3023,1918546,-2110080,-1964124,-44886,-119847,-11407,0
60.2861,2895,1375745,-2683714,-1478045,166288,-152257,-14093,0
61.1500,2853,1292289,-2755086,-1337219,62710,-343337,4581,0
61.9722,2983,1648267,-2724918,-1480324,218079,-202674,-16228,0
62.8222,3030,1603024,-2582952,-1562956,297909,-135852,19802,0
63.7417,2904,1666332,-2154455,-1921296,-151761,-175980,-65930,0
64.6139,2938,1646983,-2310687,-1833427,-13385,-224551,-43648,0
65.3861,2985,1788271,-2299203,-1809764,167174,-75971,18693,0
