Tiempo(s),Amplitud,C0,C1,C2,C3,C4,C5,Clase
0.3556,3376,3033076,-2096286,-1793656,1168796,-26206,-428302,0
1.1639,3381,2805228,-1974999,-1528458,821518,-212627,-250410,0
1.9750,3368,2895884,-1718277,-1745215,724697,-92076,-298034,0
2.7361,3376,2839332,-2222379,-1461495,1010911,-268992,-479237,0
3.5056,3387,2881795,-2286915,-1463382,1040553,-266645,-408891,0
4.2778,3378,2893305,-2245912,-1426965,1115991,-311361,-391829,0
5.0667,3383,2946989,-1907728,-1671997,803180,-121227,-357755,0
5.8028,3371,3035799,-1756313,-1842743,738286,-418,-298457,0
6.5639,3372,3059124,-2143137,-1768936,1075802,-76736,-471602,0
7.3667,3378,2814651,-2208355,-1382376,1034329,-288610,-327874,0
8.2083,3377,2851889,-1936505,-1556452,678535,-178482,-287291,0
9.0083,3357,3018420,-2035886,-1772914,768943,-38415,-414231,0
9.8167,3376,2855371,-2393737,-1391798,1007095,-283420,-326106,0
10.6833,3381,2935003,-2134969,-1608046,828196,-177148,-230698,0
11.5528,3371,2948712,-2111363,-1692801,998948,-89700,-390219,0
12.4111,3382,2984324,-2166476,-1646018,1106363,-212602,-433293,0
13.2389,3377,2733932,-2412731,-1035986,807970,-486312,-391423,0
13.9917,3365,2928986,-2262722,-1499828,1093919,-254116,-407111,0
14.7833,3389,2701397,-2613619,-1000055,957447,-580639,-399452,0
15.5750,3369,2768413,-2352862,-1147332,879641,-369002,-416812,0
16.3694,3368,1934998,3216872,899385,-547937,-1617953,-751687,0
17.1694,3382,2861780,-2168461,-1223238,628956,-363544,-218547,0
17.9889,3376,3090415,-2041009,-1706932,907084,-155731,-334674,0
18.7750,3342,3320149,-1481738,-2063221,564724,32655,-364567,0
19.5528,3384,2499567,-2470315,-426598,372115,-656477,74113,0
20.3722,3387,3069842,-2092581,-1571118,811102,-344674,-349980,0
21.1833,3380,2934863,-2417195,-1343666,1067373,-463392,-450291,0
22.0194,3369,3199072,-2148937,-1799256,1002378,-197050,-438664,0
22.8917,3387,2810887,-2418617,-1107683,814233,-519822,-306198,0
23.7167,3387,2965155,-2394903,-1414850,921199,-334394,-421415,0
24.5639,3375,3152819,-2119380,-1616594,937387,-324634,-381462,0
25.4333,3379,2775699,-2424328,-1083526,906799,-493076,-372060,0
26.2444,3382,1640721,3226203,1299083,-180097,-1363993,-745778,0
27.0417,3371,3048789,-2029775,-1607730,757925,-243437,-413238,0
27.7889,3379,2691849,-2757431,-785302,964247,-600673,-239586,0
28.5806,3381,2793509,-2503429,-1003722,881606,-512716,-336511,0
29.3611,3368,3074791,-2005747,-1703217,731787,-124441,-438894,0
30.1389,3374,3137781,-2260144,-1545110,1308941,-331781,-445557,0
30.9500,3389,2481731,-2494464,-779512,625083,-509968,-142292,0
31.7611,3364,2940434,-2271370,-1476102,919746,-233666,-435726,0
32.5917,3378,3014902,-2144191,-1566109,1041841,-276032,-421353,0
33.4944,3375,2866693,-2192893,-1432144,846352,-283354,-326170,0
34.3472,3388,2809398,-2524761,-1342066,1108838,-343375,-480761,0
35.1944,3377,2997775,-2391343,-1409405,1054610,-332764,-577644,0
36.0389,3362,2904569,-2002963,-1493370,891305,-211359,-280466,0
36.8556,3383,2867856,-2059136,-1500217,791740,-193023,-225860,0
37.7083,3373,2966715,-2015923,-1681138,703692,-126716,-321007,0
38.5417,3375,3028512,-2057851,-1741083,887667,-159886,-318712,0
39.4222,3383,2754974,-2426878,-1216548,938738,-381088,-371589,0
40.2917,3369,2941310,-2229779,-1494759,889381,-245906,-520222,0
41.1639,3379,2858356,-2203959,-1380551,988590,-300038,-189513,0
42.0667,3376,2693444,-2535010,-1131166,839111,-400675,-471998,0
42.8861,3365,2847651,-2326921,-1304801,1044733,-315640,-433590,0
43.7139,3385,2601112,-2710096,-951200,873381,-492136,-381265,0
44.5000,3372,3157078,-1945869,-2012302,852173,56701,-288381,0
45.3250,3386,3042124,-2210599,-1717934,962814,-128876,-329041,0
46.2000,3379,3006906,-2261404,-1581876,1027299,-210190,-446993,0
47.0806,3369,2897731,-2099711,-1400272,858269,-238224,-318669,0
47.9056,3387,2838309,-2418298,-1210288,1041060,-420236,-379313,0
48.7500,3379,2930666,-2252204,-1427447,946502,-298104,-359141,0
49.5694,3370,2764808,-2441008,-1181777,875804,-429210,-444149,0
50.3556,3370,2900023,-2424410,-1301127,1097705,-381444,-419094,0
51.1472,3378,2924494,-2444784,-1347693,1140658,-374549,-517957,0
51.9389,3374,2934878,-1979892,-1577663,808085,-198924,-346234,0
52.7167,3385,3023941,-1945415,-1680260,798936,-74528,-271742,0
53.5389,3374,2683228,-2610999,-1067871,876754,-410294,-420141,0
54.3556,3374,3040300,-2204447,-1696998,1040334,-135981,-340414,0
55.1944,3385,2714789,-2383686,-1272645,918998,-336201,-198445,0
56.0667,3378,2669890,-2639038,-1054245,1025566,-456794,-484043,0
56.9472,3389,2741429,-2263485,-1273026,746125,-311182,-170814,0
57.7583,3378,2861577,-2347955,-1333720,933042,-329321,-450766,0
58.5722,3373,2931415,-2359127,-1543835,1047810,-240302,-478233,0
59.3944,3375,2779208,-2502687,-1221620,1044193,-378614,-412590,0
60.1833,3366,2852904,-2385305,-1263096,941467,-361597,-487277,0
